Segment_Combination,gender,device_type,ad_position,browsing_history,time_of_day,Impressions,Clicks,Conversions,Spend,Revenue,CTR_Percent,CVR_Percent,ROAS,CPA,LTV,Profit,ROI_Percent
Mobile | News | Top | Unknown | Female,Female,Mobile,Top,News,Unknown,1,1,1,2.0,40,100.0,100.0,20.0,2.0,40.0,38.0,1900.0
Unknown | Unknown | Side | Evening | Non-Binary,Non-Binary,Unknown,Side,Unknown,Evening,13,9,0,26.0,9,69.23,0.0,0.346,0.0,0.0,-17.0,-65.38
Mobile | Unknown | Unknown | Afternoon | Female,Female,Mobile,Unknown,Unknown,Afternoon,13,9,0,26.0,9,69.23,0.0,0.346,0.0,0.0,-17.0,-65.38
Tablet | Unknown | Top | Evening | Female,Female,Tablet,Top,Unknown,Evening,15,10,0,30.0,10,66.67,0.0,0.333,0.0,0.0,-20.0,-66.67
Unknown | Entertainment | Unknown | Evening | Male,Male,Unknown,Unknown,Entertainment,Evening,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | Shopping | Side | Unknown | Unknown,Unknown,Desktop,Side,Shopping,Unknown,9,6,0,18.0,6,66.67,0.0,0.333,0.0,0.0,-12.0,-66.67
Tablet | Unknown | Unknown | Night | Non-Binary,Non-Binary,Tablet,Unknown,Unknown,Night,9,6,0,18.0,6,66.67,0.0,0.333,0.0,0.0,-12.0,-66.67
Desktop | News | Unknown | Afternoon | Non-Binary,Non-Binary,Desktop,Unknown,News,Afternoon,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Tablet | News | Side | Unknown | Unknown,Unknown,Tablet,Side,News,Unknown,9,6,0,18.0,6,66.67,0.0,0.333,0.0,0.0,-12.0,-66.67
Mobile | Entertainment | Unknown | Unknown | Unknown,Unknown,Mobile,Unknown,Entertainment,Unknown,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Mobile | Entertainment | Unknown | Night | Male,Male,Mobile,Unknown,Entertainment,Night,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | Shopping | Unknown | Night | Unknown,Unknown,Desktop,Unknown,Shopping,Night,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | Shopping | Unknown | Morning | Male,Male,Desktop,Unknown,Shopping,Morning,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | News | Top | Evening | Non-Binary,Non-Binary,Desktop,Top,News,Evening,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | Shopping | Side | Unknown | Male,Male,Desktop,Side,Shopping,Unknown,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Desktop | Shopping | Side | Unknown | Female,Female,Desktop,Side,Shopping,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Entertainment | Side | Morning | Unknown,Unknown,Unknown,Side,Entertainment,Morning,9,6,0,18.0,6,66.67,0.0,0.333,0.0,0.0,-12.0,-66.67
Unknown | Education | Bottom | Night | Non-Binary,Non-Binary,Unknown,Bottom,Education,Night,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Tablet | News | Unknown | Morning | Female,Female,Tablet,Unknown,News,Morning,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | Unknown | Side | Afternoon | Male,Male,Desktop,Side,Unknown,Afternoon,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Unknown | Entertainment | Unknown | Unknown | Unknown,Unknown,Unknown,Unknown,Entertainment,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Tablet | News | Unknown | Unknown | Non-Binary,Non-Binary,Tablet,Unknown,News,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Mobile | News | Top | Morning | Non-Binary,Non-Binary,Mobile,Top,News,Morning,9,6,0,18.0,6,66.67,0.0,0.333,0.0,0.0,-12.0,-66.67
Mobile | News | Side | Afternoon | Female,Female,Mobile,Side,News,Afternoon,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Education | Bottom | Evening | Unknown,Unknown,Unknown,Bottom,Education,Evening,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Mobile | Education | Unknown | Night | Unknown,Unknown,Mobile,Unknown,Education,Night,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Education | Side | Morning | Female,Female,Unknown,Side,Education,Morning,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Education | Unknown | Unknown | Non-Binary,Non-Binary,Unknown,Unknown,Education,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Education | Unknown | Unknown | Unknown,Unknown,Unknown,Unknown,Education,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Mobile | Unknown | Bottom | Morning | Non-Binary,Non-Binary,Mobile,Bottom,Unknown,Morning,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Desktop | News | Top | Unknown | Non-Binary,Non-Binary,Desktop,Top,News,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Tablet | Unknown | Unknown | Night | Female,Female,Tablet,Unknown,Unknown,Night,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Desktop | News | Bottom | Morning | Unknown,Unknown,Desktop,Bottom,News,Morning,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | Unknown | Top | Afternoon | Non-Binary,Non-Binary,Desktop,Top,Unknown,Afternoon,12,8,0,24.0,8,66.67,0.0,0.333,0.0,0.0,-16.0,-66.67
Tablet | Unknown | Bottom | Unknown | Male,Male,Tablet,Bottom,Unknown,Unknown,9,6,0,18.0,6,66.67,0.0,0.333,0.0,0.0,-12.0,-66.67
Tablet | Unknown | Bottom | Afternoon | Female,Female,Tablet,Bottom,Unknown,Afternoon,9,6,0,18.0,6,66.67,0.0,0.333,0.0,0.0,-12.0,-66.67
Desktop | Entertainment | Unknown | Evening | Female,Female,Desktop,Unknown,Entertainment,Evening,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Social Media | Unknown | Night | Male,Male,Unknown,Unknown,Social Media,Night,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Social Media | Unknown | Night | Unknown,Unknown,Unknown,Unknown,Social Media,Night,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Shopping | Unknown | Afternoon | Female,Female,Unknown,Unknown,Shopping,Afternoon,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Mobile | Entertainment | Bottom | Unknown | Non-Binary,Non-Binary,Mobile,Bottom,Entertainment,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | Entertainment | Bottom | Unknown | Female,Female,Desktop,Bottom,Entertainment,Unknown,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Tablet | Education | Unknown | Night | Female,Female,Tablet,Unknown,Education,Night,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Mobile | Entertainment | Top | Unknown | Female,Female,Mobile,Top,Entertainment,Unknown,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Tablet | Education | Unknown | Unknown | Female,Female,Tablet,Unknown,Education,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Shopping | Side | Evening | Male,Male,Unknown,Side,Shopping,Evening,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Social Media | Bottom | Evening | Male,Male,Unknown,Bottom,Social Media,Evening,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Tablet | Education | Side | Unknown | Female,Female,Tablet,Side,Education,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | Social Media | Bottom | Unknown | Female,Female,Desktop,Bottom,Social Media,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Social Media | Top | Unknown | Non-Binary,Non-Binary,Unknown,Top,Social Media,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Social Media | Side | Evening | Male,Male,Unknown,Side,Social Media,Evening,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Unknown | Unknown | Unknown | Male,Male,Unknown,Unknown,Unknown,Unknown,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Tablet | Social Media | Unknown | Evening | Unknown,Unknown,Tablet,Unknown,Social Media,Evening,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Mobile | Education | Unknown | Morning | Female,Female,Mobile,Unknown,Education,Morning,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Mobile | Education | Unknown | Evening | Non-Binary,Non-Binary,Mobile,Unknown,Education,Evening,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Mobile | Education | Bottom | Unknown | Male,Male,Mobile,Bottom,Education,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Tablet | Social Media | Top | Morning | Male,Male,Tablet,Top,Social Media,Morning,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Tablet | Entertainment | Bottom | Afternoon | Unknown,Unknown,Tablet,Bottom,Entertainment,Afternoon,9,6,0,18.0,6,66.67,0.0,0.333,0.0,0.0,-12.0,-66.67
Tablet | Entertainment | Unknown | Morning | Non-Binary,Non-Binary,Tablet,Unknown,Entertainment,Morning,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Mobile | News | Unknown | Afternoon | Unknown,Unknown,Mobile,Unknown,News,Afternoon,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Mobile | Education | Unknown | Unknown | Unknown,Unknown,Mobile,Unknown,Education,Unknown,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Tablet | Social Media | Side | Evening | Unknown,Unknown,Tablet,Side,Social Media,Evening,12,8,0,24.0,8,66.67,0.0,0.333,0.0,0.0,-16.0,-66.67
Tablet | Social Media | Side | Unknown | Male,Male,Tablet,Side,Social Media,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Education | Side | Night | Non-Binary,Non-Binary,Unknown,Side,Education,Night,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Desktop | Unknown | Unknown | Evening | Female,Female,Desktop,Unknown,Unknown,Evening,12,8,0,24.0,8,66.67,0.0,0.333,0.0,0.0,-16.0,-66.67
Desktop | Education | Unknown | Night | Unknown,Unknown,Desktop,Unknown,Education,Night,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | Education | Unknown | Evening | Unknown,Unknown,Desktop,Unknown,Education,Evening,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Tablet | Social Media | Top | Afternoon | Non-Binary,Non-Binary,Tablet,Top,Social Media,Afternoon,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Mobile | Shopping | Unknown | Afternoon | Non-Binary,Non-Binary,Mobile,Unknown,Shopping,Afternoon,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Mobile | Shopping | Side | Morning | Male,Male,Mobile,Side,Shopping,Morning,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Unknown | Social Media | Top | Evening | Unknown,Unknown,Unknown,Top,Social Media,Evening,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | Education | Bottom | Night | Male,Male,Desktop,Bottom,Education,Night,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Tablet | Entertainment | Side | Evening | Non-Binary,Non-Binary,Tablet,Side,Entertainment,Evening,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Shopping | Bottom | Morning | Unknown,Unknown,Unknown,Bottom,Shopping,Morning,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Tablet | Entertainment | Top | Unknown | Male,Male,Tablet,Top,Entertainment,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Unknown | Unknown | Night | Male,Male,Unknown,Unknown,Unknown,Night,9,6,0,18.0,6,66.67,0.0,0.333,0.0,0.0,-12.0,-66.67
Unknown | Unknown | Bottom | Afternoon | Non-Binary,Non-Binary,Unknown,Bottom,Unknown,Afternoon,12,8,0,24.0,8,66.67,0.0,0.333,0.0,0.0,-16.0,-66.67
Desktop | Social Media | Unknown | Afternoon | Non-Binary,Non-Binary,Desktop,Unknown,Social Media,Afternoon,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | News | Top | Night | Male,Male,Unknown,Top,News,Night,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | Social Media | Unknown | Morning | Unknown,Unknown,Desktop,Unknown,Social Media,Morning,9,6,0,18.0,6,66.67,0.0,0.333,0.0,0.0,-12.0,-66.67
Unknown | Social Media | Unknown | Unknown | Non-Binary,Non-Binary,Unknown,Unknown,Social Media,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Tablet | News | Bottom | Unknown | Female,Female,Tablet,Bottom,News,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Desktop | Education | Side | Night | Male,Male,Desktop,Side,Education,Night,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Tablet | Social Media | Unknown | Afternoon | Unknown,Unknown,Tablet,Unknown,Social Media,Afternoon,9,6,0,18.0,6,66.67,0.0,0.333,0.0,0.0,-12.0,-66.67
Tablet | Entertainment | Unknown | Morning | Unknown,Unknown,Tablet,Unknown,Entertainment,Morning,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Entertainment | Unknown | Unknown | Male,Male,Unknown,Unknown,Entertainment,Unknown,6,4,0,12.0,4,66.67,0.0,0.333,0.0,0.0,-8.0,-66.67
Mobile | Education | Top | Unknown | Female,Female,Mobile,Top,Education,Unknown,3,2,0,6.0,2,66.67,0.0,0.333,0.0,0.0,-4.0,-66.67
Unknown | Entertainment | Unknown | Night | Unknown,Unknown,Unknown,Unknown,Entertainment,Night,9,6,0,18.0,6,66.67,0.0,0.333,0.0,0.0,-12.0,-66.67
Unknown | Unknown | Bottom | Afternoon | Unknown,Unknown,Unknown,Bottom,Unknown,Afternoon,29,19,0,58.0,19,65.52,0.0,0.328,0.0,0.0,-39.0,-67.24
Unknown | Unknown | Bottom | Night | Unknown,Unknown,Unknown,Bottom,Unknown,Night,23,15,0,46.0,15,65.22,0.0,0.326,0.0,0.0,-31.0,-67.39
Desktop | Unknown | Unknown | Night | Unknown,Unknown,Desktop,Unknown,Unknown,Night,17,11,0,34.0,11,64.71,0.0,0.324,0.0,0.0,-23.0,-67.65
Mobile | Unknown | Bottom | Unknown | Non-Binary,Non-Binary,Mobile,Bottom,Unknown,Unknown,14,9,0,28.0,9,64.29,0.0,0.321,0.0,0.0,-19.0,-67.86
Mobile | Entertainment | Side | Unknown | Unknown,Unknown,Mobile,Side,Entertainment,Unknown,14,9,0,28.0,9,64.29,0.0,0.321,0.0,0.0,-19.0,-67.86
Desktop | Unknown | Unknown | Night | Non-Binary,Non-Binary,Desktop,Unknown,Unknown,Night,11,7,0,22.0,7,63.64,0.0,0.318,0.0,0.0,-15.0,-68.18
Unknown | Unknown | Top | Afternoon | Female,Female,Unknown,Top,Unknown,Afternoon,11,7,0,22.0,7,63.64,0.0,0.318,0.0,0.0,-15.0,-68.18
Tablet | Unknown | Side | Morning | Male,Male,Tablet,Side,Unknown,Morning,11,7,0,22.0,7,63.64,0.0,0.318,0.0,0.0,-15.0,-68.18
Tablet | Unknown | Unknown | Night | Male,Male,Tablet,Unknown,Unknown,Night,11,7,0,22.0,7,63.64,0.0,0.318,0.0,0.0,-15.0,-68.18
Mobile | News | Top | Night | Unknown,Unknown,Mobile,Top,News,Night,8,5,0,16.0,5,62.5,0.0,0.312,0.0,0.0,-11.0,-68.75
Desktop | Unknown | Unknown | Evening | Male,Male,Desktop,Unknown,Unknown,Evening,8,5,0,16.0,5,62.5,0.0,0.312,0.0,0.0,-11.0,-68.75
Mobile | Shopping | Bottom | Afternoon | Unknown,Unknown,Mobile,Bottom,Shopping,Afternoon,8,5,0,16.0,5,62.5,0.0,0.312,0.0,0.0,-11.0,-68.75
Unknown | Education | Unknown | Evening | Unknown,Unknown,Unknown,Unknown,Education,Evening,8,5,0,16.0,5,62.5,0.0,0.312,0.0,0.0,-11.0,-68.75
Mobile | Social Media | Top | Morning | Unknown,Unknown,Mobile,Top,Social Media,Morning,8,5,0,16.0,5,62.5,0.0,0.312,0.0,0.0,-11.0,-68.75
Unknown | Shopping | Side | Afternoon | Unknown,Unknown,Unknown,Side,Shopping,Afternoon,8,5,0,16.0,5,62.5,0.0,0.312,0.0,0.0,-11.0,-68.75
Tablet | Shopping | Bottom | Afternoon | Unknown,Unknown,Tablet,Bottom,Shopping,Afternoon,8,5,0,16.0,5,62.5,0.0,0.312,0.0,0.0,-11.0,-68.75
Mobile | Entertainment | Top | Afternoon | Female,Female,Mobile,Top,Entertainment,Afternoon,8,5,0,16.0,5,62.5,0.0,0.312,0.0,0.0,-11.0,-68.75
Tablet | Unknown | Bottom | Night | Non-Binary,Non-Binary,Tablet,Bottom,Unknown,Night,8,5,0,16.0,5,62.5,0.0,0.312,0.0,0.0,-11.0,-68.75
Unknown | Entertainment | Side | Unknown | Unknown,Unknown,Unknown,Side,Entertainment,Unknown,8,5,0,16.0,5,62.5,0.0,0.312,0.0,0.0,-11.0,-68.75
Unknown | Social Media | Side | Afternoon | Unknown,Unknown,Unknown,Side,Social Media,Afternoon,8,5,0,16.0,5,62.5,0.0,0.312,0.0,0.0,-11.0,-68.75
Unknown | Unknown | Bottom | Evening | Male,Male,Unknown,Bottom,Unknown,Evening,8,5,0,16.0,5,62.5,0.0,0.312,0.0,0.0,-11.0,-68.75
Desktop | Unknown | Bottom | Evening | Male,Male,Desktop,Bottom,Unknown,Evening,13,8,0,26.0,8,61.54,0.0,0.308,0.0,0.0,-18.0,-69.23
Desktop | Unknown | Bottom | Evening | Female,Female,Desktop,Bottom,Unknown,Evening,13,8,0,26.0,8,61.54,0.0,0.308,0.0,0.0,-18.0,-69.23
Mobile | Unknown | Bottom | Morning | Unknown,Unknown,Mobile,Bottom,Unknown,Morning,28,17,0,56.0,17,60.71,0.0,0.304,0.0,0.0,-39.0,-69.64
Unknown | Entertainment | Unknown | Morning | Unknown,Unknown,Unknown,Unknown,Entertainment,Morning,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Unknown | News | Top | Unknown | Unknown,Unknown,Unknown,Top,News,Unknown,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Desktop | News | Bottom | Unknown | Unknown,Unknown,Desktop,Bottom,News,Unknown,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Tablet | Unknown | Unknown | Afternoon | Non-Binary,Non-Binary,Tablet,Unknown,Unknown,Afternoon,10,6,0,20.0,6,60.0,0.0,0.3,0.0,0.0,-14.0,-70.0
Desktop | News | Top | Unknown | Male,Male,Desktop,Top,News,Unknown,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Mobile | Unknown | Bottom | Night | Non-Binary,Non-Binary,Mobile,Bottom,Unknown,Night,15,9,0,30.0,9,60.0,0.0,0.3,0.0,0.0,-21.0,-70.0
Mobile | Unknown | Bottom | Afternoon | Male,Male,Mobile,Bottom,Unknown,Afternoon,10,6,0,20.0,6,60.0,0.0,0.3,0.0,0.0,-14.0,-70.0
Unknown | Entertainment | Top | Morning | Unknown,Unknown,Unknown,Top,Entertainment,Morning,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Mobile | Shopping | Bottom | Unknown | Male,Male,Mobile,Bottom,Shopping,Unknown,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Unknown | Social Media | Side | Evening | Unknown,Unknown,Unknown,Side,Social Media,Evening,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Unknown | Unknown | Unknown | Morning | Male,Male,Unknown,Unknown,Unknown,Morning,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Unknown | News | Bottom | Unknown | Unknown,Unknown,Unknown,Bottom,News,Unknown,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Unknown | News | Bottom | Afternoon | Unknown,Unknown,Unknown,Bottom,News,Afternoon,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Tablet | Unknown | Top | Night | Female,Female,Tablet,Top,Unknown,Night,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Tablet | Education | Unknown | Morning | Unknown,Unknown,Tablet,Unknown,Education,Morning,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Mobile | Entertainment | Top | Evening | Unknown,Unknown,Mobile,Top,Entertainment,Evening,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Unknown | Unknown | Side | Unknown | Female,Female,Unknown,Side,Unknown,Unknown,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Unknown | Social Media | Bottom | Afternoon | Unknown,Unknown,Unknown,Bottom,Social Media,Afternoon,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Unknown | Social Media | Bottom | Night | Unknown,Unknown,Unknown,Bottom,Social Media,Night,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Tablet | Unknown | Top | Unknown | Male,Male,Tablet,Top,Unknown,Unknown,10,6,0,20.0,6,60.0,0.0,0.3,0.0,0.0,-14.0,-70.0
Unknown | Education | Top | Morning | Unknown,Unknown,Unknown,Top,Education,Morning,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Desktop | Entertainment | Unknown | Morning | Unknown,Unknown,Desktop,Unknown,Entertainment,Morning,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Desktop | Entertainment | Unknown | Morning | Male,Male,Desktop,Unknown,Entertainment,Morning,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Unknown | Unknown | Bottom | Unknown | Non-Binary,Non-Binary,Unknown,Bottom,Unknown,Unknown,15,9,0,30.0,9,60.0,0.0,0.3,0.0,0.0,-21.0,-70.0
Mobile | Social Media | Unknown | Unknown | Unknown,Unknown,Mobile,Unknown,Social Media,Unknown,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Tablet | Entertainment | Top | Night | Unknown,Unknown,Tablet,Top,Entertainment,Night,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Desktop | Entertainment | Unknown | Night | Male,Male,Desktop,Unknown,Entertainment,Night,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Tablet | Shopping | Top | Unknown | Non-Binary,Non-Binary,Tablet,Top,Shopping,Unknown,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Mobile | News | Unknown | Afternoon | Female,Female,Mobile,Unknown,News,Afternoon,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Tablet | Social Media | Top | Unknown | Male,Male,Tablet,Top,Social Media,Unknown,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Mobile | News | Bottom | Night | Unknown,Unknown,Mobile,Bottom,News,Night,10,6,0,20.0,6,60.0,0.0,0.3,0.0,0.0,-14.0,-70.0
Mobile | Education | Unknown | Afternoon | Unknown,Unknown,Mobile,Unknown,Education,Afternoon,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Mobile | News | Top | Morning | Unknown,Unknown,Mobile,Top,News,Morning,5,3,0,10.0,3,60.0,0.0,0.3,0.0,0.0,-7.0,-70.0
Tablet | Unknown | Unknown | Afternoon | Unknown,Unknown,Tablet,Unknown,Unknown,Afternoon,29,17,0,58.0,17,58.62,0.0,0.293,0.0,0.0,-41.0,-70.69
Mobile | Unknown | Unknown | Night | Unknown,Unknown,Mobile,Unknown,Unknown,Night,24,14,0,48.0,14,58.33,0.0,0.292,0.0,0.0,-34.0,-70.83
Desktop | Unknown | Unknown | Unknown | Male,Male,Desktop,Unknown,Unknown,Unknown,12,7,0,24.0,7,58.33,0.0,0.292,0.0,0.0,-17.0,-70.83
Mobile | Unknown | Unknown | Morning | Unknown,Unknown,Mobile,Unknown,Unknown,Morning,19,11,0,38.0,11,57.89,0.0,0.289,0.0,0.0,-27.0,-71.05
Tablet | News | Side | Night | Unknown,Unknown,Tablet,Side,News,Night,7,4,0,14.0,4,57.14,0.0,0.286,0.0,0.0,-10.0,-71.43
Mobile | Entertainment | Bottom | Morning | Unknown,Unknown,Mobile,Bottom,Entertainment,Morning,7,4,0,14.0,4,57.14,0.0,0.286,0.0,0.0,-10.0,-71.43
Unknown | Social Media | Unknown | Morning | Unknown,Unknown,Unknown,Unknown,Social Media,Morning,7,4,0,14.0,4,57.14,0.0,0.286,0.0,0.0,-10.0,-71.43
Mobile | Shopping | Top | Afternoon | Female,Female,Mobile,Top,Shopping,Afternoon,7,4,0,14.0,4,57.14,0.0,0.286,0.0,0.0,-10.0,-71.43
Unknown | Unknown | Bottom | Morning | Female,Female,Unknown,Bottom,Unknown,Morning,7,4,0,14.0,4,57.14,0.0,0.286,0.0,0.0,-10.0,-71.43
Desktop | Social Media | Top | Night | Unknown,Unknown,Desktop,Top,Social Media,Night,7,4,0,14.0,4,57.14,0.0,0.286,0.0,0.0,-10.0,-71.43
Desktop | Social Media | Top | Night | Non-Binary,Non-Binary,Desktop,Top,Social Media,Night,7,4,0,14.0,4,57.14,0.0,0.286,0.0,0.0,-10.0,-71.43
Unknown | Unknown | Unknown | Unknown | Female,Female,Unknown,Unknown,Unknown,Unknown,7,4,0,14.0,4,57.14,0.0,0.286,0.0,0.0,-10.0,-71.43
Tablet | Unknown | Top | Unknown | Non-Binary,Non-Binary,Tablet,Top,Unknown,Unknown,7,4,0,14.0,4,57.14,0.0,0.286,0.0,0.0,-10.0,-71.43
Desktop | Education | Side | Morning | Unknown,Unknown,Desktop,Side,Education,Morning,7,4,0,14.0,4,57.14,0.0,0.286,0.0,0.0,-10.0,-71.43
